296569198895829000	172684932	neutral	Why always me?
296569219846402050	859464968	neutral	RT @FIirting: If you stay, stay forever. If you go, do it today. If you change, change for the better. And if you talk, make sure you me ...
296569219875762200	490215599	neutral	G_Smith Will beCome firSt Player to Captain a Team in 100 teSt MatChes.He Will alSo be Celebrating hi 32nd Birthday on the firSt Day 0f  ...
296569215656276000	595534361	neutral	RT @mhdfaaaiz: No one ever knows how i really feel deep inside
296569207280242700	375623396	positive	P90X Plyometrics will give one a completely new perspective  of 30 seconds.
296569207292829700	429502865	neutral	OK 8 beats for Only $59.99! Choose your tracks now! http://t.co/0Ry6NAFJ
296569215656267800	184141457	neutral	RT @BloomsburyCooks: @hollywoodbaker is coming in today to sign copies of his book! We'll give away one of those signed copies. Follow &amp; RT…
296569211453595650	202157088	neutral	Lets start sketching then 😸
296569207271854100	14336432	neutral	The PJ Rodriguez Daily is out! http://t.co/RBHHlP4C ▸ Top stories today via @ABC_Toledo @ComunicaUCLM @radioazul
296569211457777660	1039352054	neutral	RT @Awesome_Jokess: Alcohol is really just the liquid version of Photoshop.
296569207263465500	340699293	positive	"@RoslilyFikri: I miss my girls"
296569207292825600	215387805	positive	@iHeartCurly thankyou love x
296569207280259100	96312559	neutral	RT @MarcuscollinsUK: Back to rehearsals!!!! But first! COFFEE ! X http://t.co/FV3ESxTK
296569203094335500	491578569	positive	“@TheFactsBook: Hawaii is the only U.S. state to never report a temperature of zero degrees F or below.” Screw nh I'm moving there #warmth
296569198895853600	47578766	neutral	yes subscribe for a service, down since few days YES RT ‏@TEDataEgypt #Subscribe online now with #iclick #service and get 20% off #TEData
296569194676371460	845441053	positive	RT @dailyteenwords: Your smile, it makes me melt every time I see it.
296569190490452000	404745093	neutral	"@hairulazreen: Hope korg happy tgok hairul n nely kat Live Chat at tv3"mestilah happy sangat !
296569207263477760	332028342	negative	You treated me like shit and you expected me to forgive you a infinity times ?
296569203098521600	318267975	positive	RT @ogatashiinared7: Feels really great when God speaks. :)
296569198895833100	29651586	neutral	@mrbrown The last time I was in Hong Kong I only wore only T and pant in December.  A shop owner asked me why I am not wearing anything.
296569194680553500	178413475	positive	GOODMORNING!!  👹
296569203064963100	439167521	positive	RT @cnnbrk: Police are trying to free a 6-year-old boy who was taken hostage off his school bus by a man who shot the driver. http://t.c ...
296569198887440400	826237164	neutral	@jouting0710 @WayDF no it's ting ting diao diao
296569203069186050	23618466	neutral	Poll: Some say God influences sporting events http://t.co/VSviXOSZ
296569198887444500	43303929	positive	RT @YHutchinson: I want to wish a very happy birthday to @nowbrendan an awesome boss! watch out for the eggs and flour later :) http://t ...
296569194701541400	69602526	neutral	@JeremyClarkson @sniffpetrol ... I think it is a RH drive Lancia Flavia with no wing mirror.
296569190494650400	97322276	neutral	Green thumb? Wash. state looks for pot consultant http://t.co/RiutWV43
296569190490447900	354408981	neutral	#Canberra Gift Service Assistant: Posted on: 30/01/2013Location: CanberraRecruiter: Published in Th... http://t.co/ssz0pVfo #job #jobs
296569186291970050	408898981	negative	not trying to go to school today
296569186308718600	943295306	positive	missing you:'(♥~
296569182131195900	387857567	neutral	Anyone want a game of FIFA ?
296569190486265860	578804630	positive	RT @lewissssz: For every test I didnt get at least A2 pump the marks I got x3
296569186321313800	126934087	neutral	Mirip @saendyRasta (  ‾▿‾)-σ http://t.co/w7l9TRSF
296569186291953660	283071420	neutral	He was the best yestiddy"@call_me_zealot: U too dey lie @Phatill. Moses was poor yesterday forget that fluke that made us win"
296569182101856260	206184769	negative	Not good, I know. Which brings me to my next point; I put it on speaker if I'm alone in the car, driving.
296569177903345660	559830545	neutral	Profit at HSBC’s Oman unit slumps 62.7 per cent in 2012 http://t.co/D7R0kEsu
296572210389340160	163441895	neutral	RT @KarlLagerfeld: Play, tweet, post for a chance to win the the ultimate Karl accessory package and new watch collection http://t.co/Cz ...
296569203085942800	967297549	neutral	RT @YeahBloodyNice: Mike Golding: 30 January 2013 08:00 GMT : Congratulations to Alex Thomson ; small improvement t... http://t.co/3WsWu ...
296569198887436300	363898269	neutral	RT @Khunnie0624: T.S. : I Can't Lie - Maroon 5. Sometimes the truth hurts so bad you gotta lie.
296569198874861600	473476734	neutral	RT @AriesWeAre: #Aries women enjoy a challenge. Give her a task she can sink her teeth into.
296569194714116100	776804948	neutral	6 o'clock needs to hurry up so I can knock off and go to sleep
296569190515605500	15897988	positive	@albiteinstein Yes! I fell into such a foodcoma after that meal. #yummy
296569186304536600	442540004	positive	@AliaNdhr ahahaha! Can't wait to see ya again!
296569186308726800	241601742	neutral	RT @TheSexology: It takes about 42 hours for sloths to have sex.
296569186300350460	46102609	negative	I don't see the fucking point in this anymore
296569182118633500	55796458	positive	@natz177 awhahaha.. Asem.. I'm meme poppy ,ƪ(^ε^ )ʃ ƪ( ^з^)ʃ La..La..La..
296569182097645600	179684490	neutral	I am watching Bones, The Baby in the Bough (S03E12). http://t.co/QXWC9f4h #Bones
296572214604619800	598186333	neutral	#NPNidji with "Diatas Awan"
296572210414510100	1114192394	positive	Having fun playing CSR Racing for iPhone, why not join me for FREE?http://t.co/PH6Syv85
296572206211813400	371853010	neutral	IT Support |Website Design | IT Service Provider |Commuserv | @scoopit http://t.co/1l8kUTLE
296569190490443800	300915086	neutral	Come On People ! For a Chance to Be Admin For The Day Just Answer These Questions Correctly :) http://t.co/nkGjZoZi
296569190507221000	624797870	neutral	Like Jesus Does - Eric Church (5:43 AM ET) http://t.co/Cb52vpJM
296569186321305600	787247732	neutral	Everyone in the #NHS raves about the #Cambric keyboard calendars in Jaguar racing green.  Just ask, they’re free. http://t.co/vRUjJ5oS
296569186317135900	1083407324	negative	@LouiseGoulding1 @scottfagan89 @MikeyRaynor90 thats not very nice to talk about your friend like that #sheswellfit
296569182131191800	30333597	positive	@Dougiee_69 ohh you still got jokes c;
296569198874857500	41986510	positive	RT @iamKesz: We, children are great imitators. So pls give us something great to imitate. Thank you! http://t.co/eRtsCFKl
296569190515613700	366727178	negative	I am deeply saddened by the destruction of ancient academic manuscripts in Timbuktu, Mali.
296569190494646300	21493824	neutral	@paulpunter You need one of these instead... #veryquiet #needsahome He's called Cole (as in Trickle). http://t.co/seynHsNr
296569186304524300	1099032900	positive	@Handfeger lol. Needs more Minecraft style.
296569186287759360	316356380	neutral	Selowselow boss"@donisetyadi: LIEURRRRRR LIEURRR LIEUUURRRRRR ........!!!! KEUR UAS TEH AYA" WAE LAH !!! MANGPRANG MAAAAANNNGGGG !!!
296569182110224400	882092353	positive	Looking forward for the malacca trip 😁
296569182110232600	630445078	neutral	@austa121 i'll send it to in DM ?
296569182106046460	619274150	neutral	@MiniSenorita well dance for let me see what your working with
296572181029212160	824947627	neutral	And you think you're having a bad day? http://t.co/dcpMsyD5
296572210397712400	186026323	positive	@MattyLarter Pfft, teleshopping is good aswell, have you not seen the new product from JML!?
296572206203432960	791310932	neutral	RT @Rhemey_Reigne: "Don't judge someones choices without first knowing their reasons."
296572206199222300	964276754	positive	@NMRFB Thanks, we will email you shortly xx
296572210385129500	106204317	negative	Aint in the mood for work too tired Gunna have tar suck it up.. On a better note looking forward too gettin my first lot of blonde tomorrow!
296572206224388100	587655946	neutral	K Koke Ft. Rita Ora – Lay Down Your Weapons (son+télécharger mp3) http://t.co/X6JQywdl via @Puzzle hiphop2rue.fr
296572206195044350	242711164	neutral	Prime Minister Julia Gillard surprises Australia with election call:      http://t.co/AuUofubp
296572202013302800	315429600	neutral	My daily stats: 5 new followers, 3 new unfollowers via http://t.co/174YRfQ2
296572202000736260	413149900	positive	RT @GunsOnPegs: No matter what your job is, you should always try and make it interesting. http://t.co/ZANmdx86
296572197835784200	84035972	positive	Miss the moment
296572197823209500	29946265	neutral	Seal attack! Hungry creature eats five blue #sharks in rare images #oceeanshttp://t.co/ZEy8jA0U
296569182106038300	90682118	neutral	RT @FootballFunnys: Don't keep calm.. http://t.co/t6nKnj9g
296569177915928600	519403905	negative	I hate this month! I go home with a new set of punishment each week! Punishmet whether it's my falt or not. #UNFAIR
296572210414497800	367195732	positive	@shayo14 Yeah Confirm, I believe U! But to me dat will even motivate dem 2 Play Better
296572210414489600	445601633	positive	Twitter still gonee be my bby (:
296572206195023900	119882084	negative	@craig_musg86 @ajk3006 defo her bullying you! #femaleboss
296572202017509400	365155097	neutral	Can see the M8 Cow jokes lasting about another hour, maybe.. safety beckons.
296572201996517400	466317095	neutral	RT @SocialNetAdd: add Facebook likes to your page - http://t.co/Hwq3Iurz - get more fans for your fanpage fast if you need more - quick
296572202009128960	291464075	neutral	#openfollow #jfb tepatin yah. bantuin RT
296569177899151360	513973067	positive	I nominate @rukithegazette for a Shorty Award in #singer because because he has a vocal texture thatis extraordinary. http://t.co/xehgxh6G
296572210393522200	1042117676	positive	Vote for Beliebers For Favorite #fanbase 2013! See who is in the lead @  http://t.co/12WPqFfS #Beliebers
296572210385145860	233670911	neutral	On my way home from work
296572206224392200	899328001	neutral	RT @Rere861015: #OPENFOLLOW for all K-POPERS esp.SMstan yang liat RT~la gomawo ^o^)/.......
296572202021683200	631073988	neutral	🐒💋 http://t.co/ktfZWXqI
296572202030075900	18626887	neutral	News: REUTERS - Cricket Australia have appointed fast bowling great Dennis Lillee as an advisor, days after spinner Shane Warne panne...
296572197818998800	194059048	neutral	@sanityonline she was in bran nue dae or whatever it was called
296572197810618400	115630663	neutral	Lu sokap?;p rt @nurbudhi (‾ ▽‾)-σ RT annisaaadh: I'm broken. Do you hear me?
296572193603715100	992059003	positive	@Mrhyman420 thanks for the follow :)
296572189430390800	538138824	neutral	Innovations key to industrial growth, says Minister, others http://t.co/ghB9ULgl
296572189442977800	451513459	neutral	For Premiership fans who are also Les Mis fans, One Day More: The Transfer Window Deadline version. Tnx @jarongenota https://t.co/hxJU8AoS
296572185252880400	162682524	positive	Just do it, show it. Be gentle ♥
296572181041791000	366926683	neutral	RealVsBarca tonight@21h
296572181041795100	1051532869	positive	@gloina thanks appler kkkk nice to meet you.. Where do you come from ?
296572176860057600	808047024	neutral	RT @OppaArdie: 【RT FOR A SHOUTOUT】✔
296572193637298200	24452216	neutral	RT @stephenfry: MPs vote 5th Feb on #equalmarriage. Need a final push to convince them - so support @Freedom2MarryUK &amp; email your MP ...
296572189438799900	960158082	neutral	"The purpose of art is washing the dust of daily life off our souls."- Pablo Picasso
296572189409431550	312884226	neutral	RT @RealDasch: RETWEET THIS &amp; GAIN 40+ FOLLOWERS, FOLLOW ME &amp; EVERYONE ELSE WHO RETWEETS THIS TWEET&lt;VISIT LINK IN BIO TO GAI ...
296572185236086800	109593047	positive	@TerenceChinnn oh HAHAHA. Dam funny sia!
296572181045993500	81323374	positive	'True Loves' intention is only to Extend,Connect and Flow.Love is Never Incomplete, It can not be Added too.
296572181045977100	57263700	negative	Stupid driver want to bang me 😒
296572176851693600	967339369	positive	@JasmineRpp okee woles aee &lt;3
296572172669952000	43121571	neutral	@zoomin Welcome on my Timeline..Keep posted about ur packages and latest offers..
296572172665778200	35070489	negative	wish I could like milk got a feeling wheetabix would be so much more tastier #dammnn
296572168450502660	764005320	negative	Do not want to go to school in this weather...
296572206190837760	29541125	positive	RT @NewGirlonFOX: RT if you've been waiting for that, FOREVER. #newgirl
296572202025877500	820573148	positive	RT @HenryBlue22: @angelacarlton6  &lt;3 HAPPY BIRTHDAY ANG &lt;3 HAVE A FANTASTIC DAY
296572201992339460	24906935	neutral	@michaelsully you mean cat right?
296572197806424060	327867231	neutral	Like/Reblog if you save Credit to@lanademi1Dif you use on Twitterhttp://dont steal my background http://t.co/cQ49bXbr
296572197835767800	1009785662	neutral	RT @pixiesongs: STUDIO ALL WEEEK *album3soonahhh*
296572193603743740	255967254	negative	RT @vinvinavina: Rain. I miss dine together with my BlackSwan :'( @ghustaa @meii_xvend @DhisyaCitta_S @winachristy @stchowill
296572189434576900	40446604	positive	@lo_richardson I was actually sat there doing the voice whilst reading it. It's so funny hahaha filthy nasty sneaking 😂
296572189413621760	225353966	positive	Omwt university, exam data analysing #fingerscrossed
296572185223524350	719964313	neutral	@Kacung_Kampreet folback
296572181054386200	1060986446	positive	I SERIOUSLY MISS YOU GOD DAMN IT.
296572181020819460	822531247	negative	@raynnezy sick still eat eat eat!!
296572176855883800	1049007386	neutral	RT @montesjulia: Thank you sa surprise!! Lagi nyo kong pinapasmile !!! Ndi na sad ... 😊 Na ... #friends  #alwaysthere #family http://t.c ...
296572172661579800	448144902	negative	I don't wanna go to school !!!!!!!
296572201996525600	618978747	positive	RT @damnitstrue: #100ThingsThatMakeMeHappy 1) Having no homework2) Get good grade3) Seeing all the people that I love smile4) Hangou ...
296572197814816800	37878883	neutral	RT @nowmrsflynn: Wedding photographer followers! Is anyone free on Sat 18th May 2013 to shoot a wedding in the highlands? Asking for a v ...
296572197827403800	423816353	neutral	RT @FactsAboutBoys: Save your heart for someone who cares.
296572193620520960	751285027	neutral	RT @followmustjp: ✰ⓇⒺⓉⓌⒺⒺⓉ✰IF✰YOU✰FOLLOW✰BACK✰ #TEAMFOLLOWBACK #TFBJP #IFOLLOWBACK #FollowNGain #500ADAY #MUSTFOLLOW #LOVE #RT #SOUGOFOL ...
296572189438779400	99369212	neutral	Emails - Everyday I receive many emails with questions, reviews, critique and suggestions about Pixel Dungeon… http://t.co/Yk9Graw3
296572202025889800	82396627	negative	I want my happy place :( I wanna leave the office, and go sit at Millionaire's Casino the whole evening. Get Queens all night at Poker Table
296572202004934660	600911471	neutral	And we have not sent you but as a mercy to the worlds   الأنبياء107
296572197798019100	333209620	negative	its so cold in my house
296572193633091600	496246152	neutral	الليله ............💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙
296572193637290000	391839858	neutral	Only there are one or two questions that with your leave I would.
296572189438783500	33988694	negative	My Midrand hood today O_o Taxi drivers burning tyres on Allandale? Eskom price increases? Some lady crashed into a crow-bar on the highway?
296572185219330050	456198388	positive	RT @jadamontaya: My bed is so comfortable I don't want to get up.
296572185236095000	319404003	neutral	@Poetic_K ops!
296572181058555900	274967456	neutral	RT @shadonium: Men are either ugly or handsome. Women are either beautiful or extremely beautiful.
296572176830693400	305103369	positive	@laurencampbel1 that's adorable!
296572168471461900	155398872	negative	I haven't fucked in a shower either wut is lyfe
296572172669972500	284922894	positive	RT @Notebook: Be the girl you want your daughter to be. Be the girl you want your son to date. Be classy, anything but trashy.
296572172640600060	382895765	neutral	@joshualennet hahah...if only jadiiiii..
296572168450482200	548582207	neutral	By and by this good man, whose real name I never discovered, for his.
296572164277141500	1108733305	neutral	@janinengbuhaymo @sheisdixie panu ung assignment
296572164268773400	74431271	neutral	Casio Men’s AW80D-7A Sports Chronograph Alarm 10-Year Battery Databank Watch: Quartz movement Pr... http://t.co/JCCKBi4F #watches #watch
296574471131758600	58714116	negative	RT @wizdom: I hate being confused, I'm quick to say fuck it &amp; fuck you..
296574492099104800	1124817488	neutral	@UnionJworld what is your favorite color? #ASKUNIONJ 4
296572164247781400	174948225	neutral	RT @WhatTheFFacts: In 2005 in Turkey, a sheep committed suicide by jumping off a cliff and 1500 sheep followed the first one.
296572164252000260	1042536481	neutral	RT @wareswaldoe: Who tryna be my header #Retweet
296574466945851400	155368821	negative	You may feel uncharacteristically pessimistic today, but nothi... More for Gemini http://t.co/9dx5Tbkb
296574492090716160	444502916	neutral	@Chlo_Spencerr yeah and that too
296574492094906400	269846760	neutral	The Rainbow ..🌈🌈🌾 @ KKU Wora Resident http://t.co/KSxzhxsa
296574492099096600	810206430	neutral	RT @sougo_Jp: ★RETWEET★ONLY★IF★YOU★WANT★NEW★FOLLOWERS★#TFBJP #AutoFollow #RT #HitFollowsTeam #SOUGOFOLLOW #OpenFollowTeam #TeamFollowBac ...
296572189417828350	456322344	negative	RT @SMlLlNG: Dear Karma, I have a list of people you missed.
296572185215131650	846436447	positive	Follow this beautiful woman! @_Elizzard69 ♡
296572181033410560	1069022851	neutral	@Natalie_K0vacs we really dooo
296572176843288600	300510977	negative	RT @EdwinNasr: Little piece of advice: don't retweet your horoscope advice of the day, it makes you look retarded.
296572172640608260	23632296	neutral	@TammyShim no mines next week
296574492120068100	615259288	neutral	@gee_kettle haha yeah this books well sad man, I just wanna watch the film http://t.co/OaA0SXil
296574487921569800	297668166	positive	@AlfredoFlores I love seeing your camera in your profile pictures :))
296572172636413950	541294607	neutral	RT @TheseDamnQuote: Some people leaves so that you could find the right person who truly deserves your heart.
296572168475639800	263612241	neutral	New Pin:266CE606 ! Add My bbm's Dead!
296572168471445500	31625049	positive	I have Coffee Tree on my island! Now my island is even more awesome! http://t.co/jk5iuUIw #pad, #ipadgames, #gameinsight
296572172636393500	226852922	neutral	RT @heephaap: Changmin @ Moonlight prince eps1: talked about porn. Eps2: talked about men big cock and sexuality
296572172644790300	227084090	neutral	Would you ever let your partner sleep with another person?Mine is a definite NO! im selfish lol hes mine and all mine lol~Boss Lady~
296572168446296060	343986987	negative	Overheard: me at school: maybe if i hit my head on my desk hard enough i'll die http://t.co/DFMxiBBJ
296572164281356300	104283990	neutral	Behavioral Health Associate - PRN - Tower 7 General... - (#jobs) http://t.co/4IR5emmS
296572164260388860	224458277	negative	Real is so rare nowadays. (•_• )
296574487900606460	92696224	negative	@HarryUpBiebs sorry but i don't get it...an explanation please..
296574487925760000	75660041	neutral	#SuryaRay #Surya Vineit Lets You Easily Share Vine Videos on Tumblr http://t.co/RjJExEmw @suryaray @suryaray
296574483718873100	410142989	neutral	RT @totalfilm: Will we see any Marvel cameos in Iron Man 3? Robert Downey Jr. weighs in... http://t.co/abVUdaq3
296574479511998460	500785004	positive	RT @dailyteenwords: #100ThingsThatMakeMeHappy When my parents give me money.
296574475338657800	116970170	neutral	Ready for tonight @mysegara ?
296574475330269200	234619122	neutral	Travel Tips -| RT @travelgurugibbo: *NEW* @toniwonitravels Tells you why you should visit the Temples in Bali http://t.co/K190GreC Co...
296574471123394560	440185736	neutral	@kakacrackr really ?
296574471114989600	894850165	neutral	swap your amateur video with other crazy young people wordwide - have free fun: http://t.co/SyWfxjRR
296574466937466900	406028647	positive	@jazchau Thanks Jaz!
296574462722207740	398157571	positive	We smile not because everything Is Fine .. ! But because when we [ smile ] everything going to be Fine ♡!
296574487900586000	459679027	neutral	It's all too easy to acknowledge your own weaknesses today whi... More for Capricorn http://t.co/tGH3Zk6C
296574483710476300	704419806	neutral	@bethisanidiot thank u so much! You can also like our fb page http://t.co/ahN5P4Gq listen our music :) go go!
296574483702104060	435444391	negative	RT @___phia: Fully going to stab someone
296574479511982100	197660718	positive	RT @dailyteenwords: #100ThingsThatMakeMeHappy When my parents give me money.
296574475338666000	241725574	positive	BINGO! MOTHERFUCKERRR!
296574475305111550	201356310	neutral	#BELIEVEacoustic #np
296574471148539900	556150464	negative	0 sleep aswell cos boyf has man flu :(
296574471110787100	126566516	negative	RT@viatumblr: Our small, stupid conversations mean so much more to me than you'll ever know."
296574466941657100	288764414	positive	@sixo_ashton Chilling for what all the way there? You got Rizla?
296574466916491260	784639392	negative	Ill spend my birthday alone..its first time for long Id not give a fuck Im 18..
296572172632207360	768971364	neutral	RT @anaayakhn: The Diet Solution Program Review – All Hype or Does It Work? http://t.co/F7Q0AC6D
296572168442097660	94912868	negative	@Nicola_Gibbons cos you like Eddie Stobart lorries? And shifting? #duhhhh
296572164281335800	16196359	negative	@DrakosAmatras I even went out the way to go to work while I'm sick :/
296572164260364300	117418360	negative	RT @JasieJayy: mom woke me up -___-
296574492107485200	324513199	negative	We use to never skip a day of communicating .. Now it's like a routine
296574492111679500	566560518	negative	Ugh why couldnt we has a delay! Jcps sucks!
296574492099112960	51772635	neutral	Good Morning! @Auntie_Blue_1 @AUNTTRUTH @BluDeluzion @CaseyMiami
296574487913181200	335408878	positive	Good morning. Time to face reality. No more dreams
296574487900598300	433537202	neutral	RT @ifollowbackjp: 【ＲＥＴＷＥＥＴ】#TFBJP #TEAMFOLLOWBACK #SOUGOFOLLOW ♥Thanks My( #Retweets #Followers #Favorites ) #90sBabyFollowTrain #Follo ...
296574483727278100	787456452	negative	Stomach is hurting Sitting in the ER
296574483697909760	233789711	neutral	RT @TFBJP: 【Retweet Only If You Want New Followers】♥#TFBJP #TeamFollowBack ♥#OpenFollow  ♥#500aDay ♥#AUTOFOLLOW ♥#SOUGOFOLLOW ♥#MaxVIP 20.01
296574479507791900	88400902	neutral	So my blackberry that's getting fixed was also my diary. Anyone know what I'm doing the next 4 weeks?
296574475330277400	19605052	neutral	@benjiw not even read battle royale ... Reckon I should go to that before hunger games ?
296574475313500160	1032585979	negative	Today stats: 3 new unfollowers via http://t.co/u5VKgFTq
296574471140147200	43598526	negative	RT @MariaM_Ayala: Tornado warning = everyone for themselves. #Mtsu RAs said fuck waking everyone up. Lol #SelfishMfs
296574462759936000	891597080	neutral	Premonitory Measures Prehistoric in consideration of Fork out Unshackle Samples passing through Needles.: .oHo http://t.co/AKCvwLLb
296574458544676860	14121942	neutral	"Constituency sizes are a real problem too imo. The UK parliament's biggest constituency the Isle of…" — Wyrdtimes http://t.co/4T2xpfLr
296574471131775000	579162428	neutral	Homeland Security panel head talks port security: The head of the U.S. House Homeland Security Committee... http://t.co/vRI20j0F #austin
296574466937475100	421844931	negative	@SaraaAkhtar you smoke far too much of the cannabis
296574462751539200	327660977	neutral	@DillonYonker LOL no. Not from Amy song xD. If it was from a song, it's be from this one tho: http://t.co/FVL4PBwB
296574458561454100	162348097	negative	@r2kenbruce #EmeliSande lovely voice, but fuck me how slow and boring, I'm at work not in bed crying.
296574458561433600	324398566	positive	Awesome just awesome.
296574458536288260	362569400	neutral	Vote for Beliebers For Favorite #fanbase 2013! See who is in the lead @  http://t.co/wWRFWJva #Beliebers WE ARE 3RD VOTE!
296574458553053200	131865030	neutral	@Dpugh54 I get the data. All I can say frm xperience is 'dont get to within 10 ft enough, from 60yds. Not up and down enough.'
296574454341980160	346044008	neutral	RT @nvwole: #MyUNNSpeech:Btw 1980-2010,d more we earned from crude-oil,d larger d population of poor citizens-@obyezeks *d oil must b a  ...
296572164277149700	701034960	positive	That awesome moment when you get a nice text from the person you like, and you sit there smiling at your phone.
296569177911726100	912408416	neutral	@miraclehero_ …(￣∇￣)
296574496276619260	1048627218	neutral	Vote for Beliebers For Favorite #fanbase 2013! See who is in the lead @  http://t.co/hMYq9Og9 #Beliebers the fame
296574492120084500	218553419	neutral	Brooklyn judge who lives in Yorktown Heights pleads guilty to DWI: A justice in state Supreme Court in the Brooklyn... http://t.co/7XAE2bPE
296574492082311200	48321881	negative	@tashapainter aw damn:( mine hasn't been yet! Silly post man pat!
296574487917387800	480026423	positive	@Liamessed  Thank u!!!&lt;3
296574487892226050	234751789	negative	Only problem with dark hair it takes my eye colour away 😔 they don't seem as bright
296574483718869000	294743070	negative	@MelLindalindoor calm down
296574483702095900	965272362	neutral	thegifer: Alexis Ford Alexis Ford Darkside Jules Jordan Video: thegifer: Alexis Ford Alexis Ford Darkside Jules... http://t.co/eZ1nBkiE
296574483718864900	260014741	negative	@SweetSideBurns THIS IS NOTHING COMPARED THE OLE SQUAL OF '88!
296574475334479900	600789717	neutral	RT @HighonHemp: #HempBracelets at http://t.co/CVH0CI90, enter "PURSE1" for 10% off all orders.  #Hemp #Weed #HempNecklaces #Jewelry http ...
296574475334455300	1124537648	positive	RT @biebrauhled: @pattiemallette i've almost finished Nowhere But Up, and it is the most amazing and inspiring thing i've ever read! xxx
296574471131779100	586101024	negative	I have so much packing to do still D: I'm such a procrastinator
296574466924888060	5945982	negative	@WayraUK cool! btw - can we have a different song on the stream now? I know all the words to Elbow and Kings of Leon...
296574466937483260	27516648	neutral	I'm at Stazione Padova (Padova, PD) w/ 7 others http://t.co/IVyIzagL
296574462751543300	320587065	positive	@Chunks_chagoya good morning
296574492082323460	997296812	negative	RT @hypatiadotca: @CAwkward @Fem2pt0 FYI @RoleReboot publishes pieces by a creep who attempted to murder his gf &amp; slept w/ his stude ...
296574492120072200	312070062	neutral	LOCAL AREA JOBS: Taco Bell Hourly Team Member - Cashier &amp; Food Prep Job at Taco Bell (Laguna... Find this Job&amp;More: http://t.co/8TJnSYuJ
296574492082327550	614514562	neutral	Buy a Honda Crosstour. Shop Bloomfield of Honda and Save Money on the 2012 Crosstour.  http://t.co/TvuM3r2I
296574487900590100	103592208	neutral	"One love"  Blue #LyricsWeAllKnow
296574483714695200	266544470	neutral	CXO-Cockpit for Tagetik App now available in the App Store https://t.co/P3WtjkYl
296574483702108160	988765484	positive	@Casey_Silva7 So tomorrow is my last day of classes. Im live.
296574462730584060	305353124	negative	&lt;&lt; Disgraceful, shameful! &gt;&gt; RT @iamtheuncle Filth! Nudity! Disgusting! http://t.co/KX2e1zpo
296574458536276000	265820872	negative	No school???? http://t.co/LBzvq5rW
